V5001,V5002,V5003,case_number,V5005,V5006,V5007,V5008,V5009,V5010,V5011
5,3,AR0050000,21B1V986X I,20160727,1,0,U,U,1,U
5,3,AR0050000,21B1V9C6X I,20160726,1,54,F,W,2,U
5,3,AR0050000,21B1V9C6X I,20160726,2,56,M,W, ,U
5,3,AR0050000,21B1V9G6X I,20160727,1,36,F,W,1,U
5,3,AR0050000,21B1V9H6X I,20160727,1,0,M,W,1,H
5,3,AR0050000,21B1V9P6X I,20160727,1,28,F,W,2,H
5,3,AR0050000,21B1V9P6X I,20160727,2,49,M,W, ,H
5,3,AR0050000,21B1VF-6X I,20160715,1,24,M,W,1,U
5,3,AR0050000,21B1VFC6X I,20160711,1,58,M,W,1,N
5,3,AR0050000,21B1VFH6X I,20160713,1,61,M,W,1,H
5,3,AR0050000,21B1VFP6X I,20160712,1,0,U,U,1,U
5,3,AR0050000,21B1VFQ6X I,20160712,1,45,M,W,1,N
5,3,AR0050000,21B1VH-6X I,20160721,1,47,F,W,1,N
5,3,AR0050000,21B1VH36X I,20160711,1,45,F,W,2,U
5,3,AR0050000,21B1VH36X I,20160711,2,33,M,W, ,U
5,3,AR0050000,21B1VH86X I,20160720,1,0,U,U,1,U
5,3,AR0050000,21B1VHG6X I,20160720,1,30,F,W,1,U
5,3,AR0050000,21B1VHO6X I,20160720,1,42,M,W,4,U
5,3,AR0050000,21B1VHO6X I,20160720,2,39,M,W, ,U
5,3,AR0050000,21B1VHO6X I,20160720,3,41,F,W, ,U
5,3,AR0050000,21B1VHO6X I,20160720,4,40,F,W, ,U
5,3,AR0050000,21B1VHQ6X I,20160720,1,0,U,U,1,U
5,3,AR0050000,21B1VHU6X I,20160720,1,28,M,W,1,U
5,3,AR0050000,21B1VKG6X I,20160729,1,0,U,U,1,U
5,3,AR0050000,21B1VKO6X I,20160729,1,51,M,W,1,H
5,3,AR0050000,21B1VKP6X I,20160607,1,0,U,U,2,U
5,3,AR0050000,21B1VKP6X I,20160607,2,20,M,W, ,U
5,3,AR0050000,21B1VKQ6X I,20160729,1,0,M,U,1,U
5,3,AR0050000,21B1VM36X I,20160721,1,47,F,W,1,N
5,3,AR0050000,21B1VM86X I,20160721,1,0,U,U,1,U
5,3,AR0050000,21B1VMC6X I,20160721,1,33,M,W,1,U
5,3,AR0050000,21B1VMG6X I,20160722,1,0,U,U,1,U
5,3,AR0050000,21B1VMH6X I,20160722,1,69,M,W,1,U
5,3,AR0050000,21B1VMO6X I,20160722,1,34,M,W,2,H
5,3,AR0050000,21B1VMO6X I,20160722,2,34,M,W, ,H
5,3,AR0050000,21B1VMP6X I,20160721,1,0,U,U,1,U
5,3,AR0050000,21B1VMQ6X I,20160721,1,32,M,W,4,U
5,3,AR0050000,21B1VMQ6X I,20160721,2,31,F,W, ,U
5,3,AR0050000,21B1VMQ6X I,20160721,3,41,M,W, ,H
5,3,AR0050000,21B1VMQ6X I,20160721,4,31,F,W, ,U
5,3,AR0050000,21B1VMU6X I,20160722,1,0,U,U,1,U
5,3,AR0050000,21B1VP36X I,20160802,1,41,M,W,2,U
5,3,AR0050000,21B1VP36X I,20160802,2,31,F,W, ,U
5,3,AR0050000,21B1VP86X I,20160803,1,27,F,W,2,U
5,3,AR0050000,21B1VP86X I,20160803,2,35,F,W, ,U
5,3,AR0050000,21B1VPC6X I,20160802,1,37,M,W,1,H
5,3,AR0050000,21B1VPG6X I,20160803,1,0,U,U,1,U
5,3,AR0050000,21B1VPP6X I,20160803,1,0,U,U,1,U
5,3,AR0050000,21B1VQ-6X I,20160809,1,26,F,W,2,U
5,3,AR0050000,21B1VQ-6X I,20160809,2,33,M,U, ,U
5,3,AR0050000,21B1VQ36X I,20160805,1,32,M,W,2,H
5,3,AR0050000,21B1VQ36X I,20160805,2,42,F,W, ,U
5,3,AR0050000,21B1VQ86X I,20160806,1,0,U,U,1,U
5,3,AR0050000,21B1VQC6X I,20160727,1,35,F,W,4,U
5,3,AR0050000,21B1VQC6X I,20160727,2,34,M,W, ,U
5,3,AR0050000,21B1VQC6X I,20160727,3,31,F,W, ,U
5,3,AR0050000,21B1VQC6X I,20160727,4,42,F,W, ,U
5,3,AR0050000,21B1VQG6X I,20160808,1,20,M,U,3,U
5,3,AR0050000,21B1VQG6X I,20160808,2,23,M,W, ,U
5,3,AR0050000,21B1VQG6X I,20160808,3,19,F,W, ,U
5,3,AR0050000,21B1VQH6X I,20160809,1,29,M,W,4,U
5,3,AR0050000,21B1VQH6X I,20160809,2,39,M,W, ,U
5,3,AR0050000,21B1VQH6X I,20160809,3,25,F,W, ,U
5,3,AR0050000,21B1VQH6X I,20160809,4,36,M,W, ,U
5,3,AR0050000,21B1VQO6X I,20160809,1,0,U,U,1,U
5,3,AR0050000,21B1VQP6X I,20160806,1,37,M,W,2,U
5,3,AR0050000,21B1VQP6X I,20160806,2,28,F,W, ,U
5,3,AR0050000,21B1VS-6X I,20160719,1,0,U,U,1,U
5,3,AR0050000,21B1VSC6X I,20160715,1,35,M,W,1,H
5,3,AR0050000,21B1VSG6X I,20160717,1,0,U,U,1,U
5,3,AR0050000,21B1W2-6X I,20161216,1,25,M,W,3,U
5,3,AR0050000,21B1W2-6X I,20161216,2,26,M,W, ,U
5,3,AR0050000,21B1W2-6X I,20161216,3,24,M,W, ,U
5,3,AR0050000,21B1W236X I,20161223,1,44,F,W,1,H
5,3,AR0050000,21B1W2H6X I,20161226,1,24,M,W,1,H
5,3,AR0050000,21B1W2O6X I,20161226,1,24,M,B,2,U
5,3,AR0050000,21B1W2O6X I,20161226,2,26,M,W, ,U
5,3,AR0050000,21B1W2P6X I,20161225,1,0,U,U,1,U
5,3,AR0050000,21B1W2Q6X I,20161225,1,29,M,W,2,U
5,3,AR0050000,21B1W2Q6X I,20161225,2,0,U,U, ,U
5,3,AR0050000,21B1W586X I,20161231,1,41,M,W,1,U
5,3,AR0050000,21B1W936X I,20161227,1,42,M,U,2,U
5,3,AR0050000,21B1W936X I,20161227,2,37,F,W, ,U
5,3,AR0050000,21B1W986X I,20161227,1,56,M,W,1,U
5,3,AR0050000,21B1W9G6X I,20161229,1,0,U,U,1,U
5,3,AR0050000,21B1W9H6X I,20161229,1,0,U,U,1,U
5,3,AR0050000,21B1W9O6X I,20161229,1,16,M,W,3,U
5,3,AR0050000,21B1W9O6X I,20161229,2,13,F,W, ,U
5,3,AR0050000,21B1W9O6X I,20161229,3,14,F,W, ,U
5,3,AR0050000,21B1W9P6X I,20161227,1,26,M,W,1,H
5,3,AR0050000,21B1WFC6X I,20161214,1,23,M,W,1,U
5,3,AR0050000,21B1WHC6X I,20161219,1,26,M,W,1,U
5,3,AR0050000,21B1WHG6X I,20161220,1,42,M,U,1,H
5,3,AR0050000,21B1WHH6X I,20161220,1,50,M,W,1,U
5,3,AR0050000,21B1WHQ6X I,20161219,1,0,U,U,1,U
5,3,AR0050000,21B1WK86X I,20161229,1,21,M,W,1,U
5,3,AR0050000,21B1WKG6X I,20161230,1,47,F,W,2,H
5,3,AR0050000,21B1WKG6X I,20161230,2,26,M,W, ,H
5,3,AR0050000,21B1WKP6X I,20161230,1,44,F,W,1,U
5,3,AR0050000,21B1WM-6X I,20161223,1,0,U,U,1,U
5,3,AR0050000,21B1WM36X I,20161221,1,0,U,U,1,U
5,3,AR0050000,21B1WMH6X I,20161222,1,0,U,U,1,U
5,3,AR0050000,21B1WMO6X I,20161222,1,29,M,W,1,U
5,3,AR0050000,21B1WMP6X I,20161221,1,0,U,U,1,U
5,3,AR0050000,21B1WMQ6X I,20161221,1,27,F,W,1,U
5,3,AR0050000,21B1WMU6X I,20161222,1,0,U,U,1,U
5,3,AR0050000,21B1WS86X I,20161215,1,44,F,W,1,U
5,3,AR0050000,21B1WSG6X I,20161215,1,0,U,U,1,U
5,3,AR0050000,31B1MM36X I,20161201,1,0,U,U,1,U
5,3,AR0050000,31B1WPO6X I,20161230,1,0,U,U,1,U
5,3,AR0050000,N0GICEU72 N,20160723,1,29,M,W,1,H
5,3,AR0050000,N0GIVQU72 N,20160715,1,22,M,W,1,H
5,3,AR0050000,0I1B5CTD1AEM,20160625,1,20,M,U,1,H
5,3,AR0050000,1H1M0-XNTD1A,20151210,1,43,M,W,1,H
5,3,AR0050000,1H1M0-ZOTD1A,20151218,1,26,F,U,2,H
5,3,AR0050000,1H1M0-ZOTD1A,20151218,2,30,M,W, ,U
5,3,AR0050000,1H1M0KH TD1A,20151230,1,21,M,W,1,H
5,3,AR0050000,1H1M0UROTD1A,20151120,1,23,M,W,1,H
5,3,AR0050000,1X1M0272TD1A,20160229,1,0,U,U,1,U
5,3,AR0050000,1X1M027LTD1A,20160302,1,0,U,U,1,U
5,3,AR0050000,1X1M027OTD1A,20160301,1,0,U,U,1,U
5,3,AR0050000,1X1M027UTD1A,20160302,1,0,U,U,1,U
5,3,AR0050000,1X1M027VTD1A,20160301,1,28,F,W,1,U
5,3,AR0050000,1X1M027ZTD1A,20160229,1,60,M,U,1,U
5,3,AR0050000,1X1M0282TD1A,20160312,1,35,F,U,2,H
5,3,AR0050000,1X1M0282TD1A,20160312,2,30,M,W, ,H
5,3,AR0050000,1X1M0283TD1A,20160313,1,35,M,W,1,H
5,3,AR0050000,1X1M028LTD1A,20160314,1,23,M,W,2,H
5,3,AR0050000,1X1M028LTD1A,20160314,2,33,M,W, ,H
5,3,AR0050000,1X1M028OTD1A,20160314,1,31,M,W,2,H
5,3,AR0050000,1X1M028OTD1A,20160314,2,28,M,W, ,H
5,3,AR0050000,1X1M028UTD1A,20160315,1,44,M,W,1,U
5,3,AR0050000,1X1M028VTD1A,20160314,1,0,U,U,1,U
5,3,AR0050000,1X1M02F2TD1A,20160302,1,22,M,W,2,H
5,3,AR0050000,1X1M02F2TD1A,20160302,2,20,F,W, ,H
5,3,AR0050000,1X1M02F3TD1A,20160302,1,55,F,W,1,H
5,3,AR0050000,1X1M02FNTD1A,20160303,1,27,M,W,1,U
5,3,AR0050000,1X1M02FVTD1A,20160304,1,17,M,W,1,H
5,3,AR0050000,1X1M02FZTD1A,20160302,1,30,M,W,1,H
5,3,AR0050000,1X1M02H2TD1A,20160307,1,0,U,U,1,U
5,3,AR0050000,1X1M02H3TD1A,20160308,1,41,F,W,1,H
5,3,AR0050000,1X1M02HLTD1A,20160309,1,20,F,W,1,H
5,3,AR0050000,1X1M02K TD1A,20160317,1,30,M,W,1,H
5,3,AR0050000,1X1M02KLTD1A,20160317,1,32,M,W,1,U
5,3,AR0050000,1X1M02KOTD1A,20160317,1,0,U,U,1,U
5,3,AR0050000,1X1M02KVTD1A,20160317,1,49,F,W,2,H
5,3,AR0050000,1X1M02KVTD1A,20160317,2,39,M,W, ,U
5,3,AR0050000,1X1M02O TD1A,20160306,1,60,M,W,1,H
5,3,AR0050000,1X1M02ONTD1A,20160306,1,32,F,U,1,H
5,3,AR0050000,1X1M02OVTD1A,20160307,1,36,M,W,1,H
5,3,AR0050000,1X1M02OZTD1A,20160305,1,43,M,W,2,N
5,3,AR0050000,1X1M02OZTD1A,20160305,2,39,F,W, ,U
5,3,AR0050000,1X1M02P TD1A,20160322,1,47,M,W,1,H
5,3,AR0050000,1X1M02PNTD1A,20160322,1,35,M,W,1,U
5,3,AR0050000,1X1M02POTD1A,20160323,1,0,M,U,2,U
5,3,AR0050000,1X1M02POTD1A,20160323,2,0,M,U, ,U
5,3,AR0050000,1X1M02PUTD1A,20160323,1,44,F,W,1,H
5,3,AR0050000,1X1M02PVTD1A,20160322,1,28,M,W,1,H
5,3,AR0050000,1X1M02PZTD1A,20160322,1,0,U,U,1,U
5,3,AR0050000,1X1M02ROTD1A,20160316,1,0,U,U,1,U
5,3,AR0050000,1X1M02RPTD1A,20160315,1,39,M,W,3,H
5,3,AR0050000,1X1M02RPTD1A,20160315,2,49,F,W, ,H
5,3,AR0050000,1X1M02RPTD1A,20160315,3,0,M,U, ,U
5,3,AR0050000,1X1M02X TD1A,20160310,1,0,U,U,1,U
5,3,AR0050000,1X1M02X2TD1A,20160310,1,0,U,U,1,U
5,3,AR0050000,1X1M02X3TD1A,20160309,1,29,M,W,2,U
5,3,AR0050000,1X1M02X3TD1A,20160309,2,30,M,W, ,U
5,3,AR0050000,1X1M02XNTD1A,20160310,1,40,F,W,1,U
5,3,AR0050000,1X1M02XOTD1A,20160311,1,42,M,W,1,U
5,3,AR0050000,1X1M02XVTD1A,20160311,1,0,U,U,1,U
5,3,AR0050000,1X1M02Z TD1A,20160319,1,40,F,W,1,H
5,3,AR0050000,1X1M02ZNTD1A,20160319,1,0,U,U,1,U
5,3,AR0050000,1X1M02ZVTD1A,20160319,1,49,M,W,1,U
5,3,AR0050000,1X1M047 TD1A,20160414,1,0,U,U,1,U
5,3,AR0050000,1X1M0472TD1A,20160413,1,25,M,W,1,U
5,3,AR0050000,1X1M0473TD1A,20160413,1,23,M,W,1,U
5,3,AR0050000,1X1M047NTD1A,20160414,1,24,M,W,1,H
5,3,AR0050000,1X1M047OTD1A,20160414,1,0,U,U,1,U
5,3,AR0050000,1X1M047PTD1A,20160414,1,30,M,W,1,H
5,3,AR0050000,1X1M047UTD1A,20160415,1,46,M,W,1,H
5,3,AR0050000,1X1M047VTD1A,20160414,1,35,M,U,1,U
5,3,AR0050000,1X1M047ZTD1A,20160414,1,0,U,U,1,U
5,3,AR0050000,1X1M0482TD1A,20160422,1,0,U,U,1,U
5,3,AR0050000,1X1M0483TD1A,20160422,1,47,M,W,1,U
5,3,AR0050000,1X1M048OTD1A,20160423,1,0,U,U,1,U
5,3,AR0050000,1X1M04F TD1A,20160416,1,31,M,W,2,U
5,3,AR0050000,1X1M04F TD1A,20160416,2,0,U,U, ,U
5,3,AR0050000,1X1M04FNTD1A,20160416,1,0,U,U,2,U
5,3,AR0050000,1X1M04FNTD1A,20160416,2,31,M,W, ,U
5,3,AR0050000,1X1M04FOTD1A,20160416,1,50,F,W,1,N
5,3,AR0050000,1X1M04HLTD1A,20160420,1,0,U,U,1,U
5,3,AR0050000,1X1M04HNTD1A,20160420,1,31,M,W,1,U
5,3,AR0050000,1X1M04K2TD1A,20160427,1,0,U,U,1,U
5,3,AR0050000,1X1M04KNTD1A,20160428,1,22,M,W,1,U
5,3,AR0050000,1X1M04KZTD1A,20160427,1,39,M,W,1,U
5,3,AR0050000,1X1M04OPTD1A,20160417,1,0,U,U,1,U
5,3,AR0050000,1X1M04OUTD1A,20160418,1,30,M,W,1,H
5,3,AR0050000,1X1M04OVTD1A,20160418,1,18,M,W,1,U
5,3,AR0050000,1X1M04P2TD1A,20160501,1,0,U,U,1,U
5,3,AR0050000,1X1M04P3TD1A,20160501,1,0,U,U,1,U
5,3,AR0050000,1X1M04PNTD1A,20160502,1,55,F,W,1,U
5,3,AR0050000,1X1M04POTD1A,20160503,1,33,M,W,3,H
5,3,AR0050000,1X1M04POTD1A,20160503,2,39,F,W, ,H
5,3,AR0050000,1X1M04POTD1A,20160503,3,35,M,W, ,H
5,3,AR0050000,1X1M04PUTD1A,20160503,1,37,F,W,2,H
5,3,AR0050000,1X1M04PUTD1A,20160503,2,21,M,W, ,H
5,3,AR0050000,1X1M04PVTD1A,20160502,1,22,M,W,2,H
5,3,AR0050000,1X1M04PVTD1A,20160502,2,18,M,W, ,H
5,3,AR0050000,1X1M04R TD1A,20160420,1,21,M,W,1,U
5,3,AR0050000,1X1M04R2TD1A,20160424,1,0,U,U,1,U
5,3,AR0050000,1X1M04R3TD1A,20160424,1,31,M,U,1,H
5,3,AR0050000,1X1M04RNTD1A,20160426,1,0,U,U,1,U
5,3,AR0050000,1X1M04RUTD1A,20160427,1,44,M,W,1,U
5,3,AR0050000,1X1M04RVTD1A,20160426,1,0,U,U,1,U
5,3,AR0050000,1X1M04X2TD1A,20160420,1,37,M,U,1,H
5,3,AR0050000,1X1M04XLTD1A,20160421,1,34,F,W,3,U
5,3,AR0050000,1X1M04XLTD1A,20160421,2,30,M,W, ,U
5,3,AR0050000,1X1M04XLTD1A,20160421,3,36,M,W, ,U
5,3,AR0050000,1X1M04XNTD1A,20160421,1,36,F,W,1,H
5,3,AR0050000,1X1M04XOTD1A,20160421,1,29,F,W,1,H
5,3,AR0050000,1X1M04XZTD1A,20160420,1,38,M,B,3,U
5,3,AR0050000,1X1M04XZTD1A,20160420,2,46,M,W, ,U
5,3,AR0050000,1X1M04XZTD1A,20160420,3,17,M,W, ,U
5,3,AR0050000,1X1M04Z2TD1A,20160428,1,63,M,W,1,U
5,3,AR0050000,1X1M04Z3TD1A,20160429,1,49,M,W,2,H
5,3,AR0050000,1X1M04Z3TD1A,20160429,2,45,F,W, ,H
5,3,AR0050000,1X1M04ZLTD1A,20160430,1,31,M,W,1,H
5,3,AR0050000,1X1M04ZNTD1A,20160430,1,0,U,U,1,U
5,3,AR0050000,1X1M04ZOTD1A,20160430,1,47,M,U,1,U
5,3,AR0050000,1X1M04ZVTD1A,20160430,1,34,M,W,1,U
5,3,AR0050000,1X1M057 TD1A,20160112,1,31,F,W,1,U
5,3,AR0050000,1X1M0573TD1A,20160114,1,22,M,W,2,H
5,3,AR0050000,1X1M0573TD1A,20160114,2,29,F,W, ,U
5,3,AR0050000,1X1M057NTD1A,20160115,1,22,M,W,5,H
5,3,AR0050000,1X1M057NTD1A,20160115,2,24,M,W, ,H
5,3,AR0050000,1X1M057NTD1A,20160115,3,35,F,W, ,H
5,3,AR0050000,1X1M057NTD1A,20160115,4,23,F,W, ,H
5,3,AR0050000,1X1M057NTD1A,20160115,5,40,F,W, ,H
5,3,AR0050000,1X1M058 TD1A,20160124,1,28,F,W,1,U
5,3,AR0050000,1X1M058OTD1A,20160125,1,0,U,U,1,U
5,3,AR0050000,1X1M058ZTD1A,20160124,1,0,U,U,1,U
5,3,AR0050000,1X1M05F TD1A,20160113,1,0,U,U,1,U
5,3,AR0050000,1X1M05FPTD1A,20160117,1,0,U,U,1,U
5,3,AR0050000,1X1M05FVTD1A,20160117,1,35,F,U,1,U
5,3,AR0050000,1X1M05FZTD1A,20160117,1,0,U,U,1,U
5,3,AR0050000,1X1M05HLTD1A,20160105,1,31,F,W,1,U
5,3,AR0050000,1X1M05HNTD1A,20160119,1,45,M,W,1,U
5,3,AR0050000,1X1M05HUTD1A,20160121,1,0,U,U,1,U
5,3,AR0050000,1X1M05HZTD1A,20160119,1,20,M,U,2,U
5,3,AR0050000,1X1M05HZTD1A,20160119,2,0,F,U, ,U
5,3,AR0050000,1X1M05K3TD1A,20160127,1,0,U,U,1,U
5,3,AR0050000,1X1M05KNTD1A,20160128,1,18,M,W,1,U
5,3,AR0050000,1X1M05KUTD1A,20160129,1,16,M,U,1,H
5,3,AR0050000,1X1M05KVTD1A,20160128,1,44,M,W,1,U
5,3,AR0050000,1X1M05KZTD1A,20160126,1,17,M,W,1,U
5,3,AR0050000,1X1M05O TD1A,20160118,1,23,F,W,1,U
5,3,AR0050000,1X1M05OLTD1A,20160119,1,16,M,W,1,U
5,3,AR0050000,1X1M05OVTD1A,20160116,1,22,M,W,1,U
5,3,AR0050000,1X1M05OZTD1A,20160118,1,0,U,U,1,U
5,3,AR0050000,1X1M05P3TD1A,20160126,1,28,M,W,1,U
5,3,AR0050000,1X1M05PUTD1A,20160202,1,39,M,W,1,H
5,3,AR0050000,1X1M05PVTD1A,20160202,1,0,U,U,1,U
5,3,AR0050000,1X1M05PZTD1A,20160131,1,42,M,W,1,H
5,3,AR0050000,1X1M05R TD1A,20160126,1,26,F,W,1,U
5,3,AR0050000,1X1M05R2TD1A,20160125,1,0,U,U,1,U
5,3,AR0050000,1X1M05RLTD1A,20160127,1,14,M,W,1,U
5,3,AR0050000,1X1M05ROTD1A,20160126,1,40,M,W,1,H
5,3,AR0050000,1X1M05RPTD1A,20160126,1,40,M,W,1,U
5,3,AR0050000,1X1M05RUTD1A,20160127,1,19,M,W,1,H
5,3,AR0050000,1X1M05X TD1A,20160121,1,0,U,U,6,U
5,3,AR0050000,1X1M05X TD1A,20160121,2,19,F,W, ,U
5,3,AR0050000,1X1M05X TD1A,20160121,3,25,M,B, ,U
5,3,AR0050000,1X1M05X TD1A,20160121,4,26,M,W, ,U
5,3,AR0050000,1X1M05X TD1A,20160121,5,22,F,W, ,U
5,3,AR0050000,1X1M05X TD1A,20160121,6,48,F,W, ,U
5,3,AR0050000,1X1M05XUTD1A,20160123,1,32,M,W,1,U
5,3,AR0050000,1X1M05XVTD1A,20160122,1,0,U,U,1,U
5,3,AR0050000,1X1M05Z2TD1A,20160129,1,26,M,W,1,U
5,3,AR0050000,1X1M05ZLTD1A,20160130,1,26,M,W,2,H
5,3,AR0050000,1X1M05ZLTD1A,20160130,2,24,F,W, ,H
5,3,AR0050000,1X1M05ZNTD1A,20160130,1,46,F,W,1,H
5,3,AR0050000,1X1M05ZVTD1A,20160130,1,31,M,W,2,U
5,3,AR0050000,1X1M05ZVTD1A,20160130,2,27,F,W, ,U
5,3,AR0050000,1X1M067 TD1A,20160129,1,16,M,W,1,H
5,3,AR0050000,1X1M067LTD1A,20160205,1,28,F,W,1,U
5,3,AR0050000,1X1M067VTD1A,20160204,1,16,M,W,1,H
5,3,AR0050000,1X1M0682TD1A,20160213,1,48,M,W,1,H
5,3,AR0050000,1X1M0683TD1A,20160213,1,32,M,W,1,H
5,3,AR0050000,1X1M06F3TD1A,20160205,1,0,U,U,1,U
5,3,AR0050000,1X1M06FLTD1A,20160207,1,23,M,W,1,U
5,3,AR0050000,1X1M06FNTD1A,20160205,1,0,M,U,1,U
5,3,AR0050000,1X1M06FVTD1A,20160206,1,0,U,U,1,U
5,3,AR0050000,1X1M06FZTD1A,20160206,1,42,M,W,1,H
5,3,AR0050000,1X1M06H TD1A,20160210,1,28,F,W,1,U
5,3,AR0050000,1X1M06H2TD1A,20160210,1,0,U,U,1,U
5,3,AR0050000,1X1M06H3TD1A,20160210,1,52,M,W,2,U
5,3,AR0050000,1X1M06H3TD1A,20160210,2,51,F,W, ,U
5,3,AR0050000,1X1M06HNTD1A,20160210,1,37,M,W,1,H
5,3,AR0050000,1X1M06HVTD1A,20160210,1,26,F,U,1,H
5,3,AR0050000,1X1M06K TD1A,20160220,1,35,M,W,1,H
5,3,AR0050000,1X1M06KLTD1A,20160221,1,51,F,W,1,H
5,3,AR0050000,1X1M06KOTD1A,20160221,1,44,M,W,1,H
5,3,AR0050000,1X1M06KUTD1A,20160221,1,61,M,W,1,U
5,3,AR0050000,1X1M06KVTD1A,20160221,1,35,M,W,7,U
5,3,AR0050000,1X1M06KVTD1A,20160221,2,34,F,W, ,U
5,3,AR0050000,1X1M06KVTD1A,20160221,3,50,F,W, ,U
5,3,AR0050000,1X1M06KVTD1A,20160221,4,43,M,W, ,U
5,3,AR0050000,1X1M06KVTD1A,20160221,5,47,F,W, ,U
5,3,AR0050000,1X1M06KVTD1A,20160221,6,18,M,W, ,U
5,3,AR0050000,1X1M06KVTD1A,20160221,7,23,M,W, ,U
5,3,AR0050000,1X1M06KZTD1A,20160218,1,54,M,W,1,U
5,3,AR0050000,1X1M06O3TD1A,20160208,1,19,M,W,1,U
5,3,AR0050000,1X1M06OLTD1A,20160209,1,28,M,W,1,H
5,3,AR0050000,1X1M06OOTD1A,20160209,1,0,U,U,1,U
5,3,AR0050000,1X1M06OUTD1A,20160210,1,18,M,W,1,H
5,3,AR0050000,1X1M06P3TD1A,20160226,1,29,M,W,1,H
5,3,AR0050000,1X1M06PNTD1A,20160228,1,0,U,U,1,U
5,3,AR0050000,1X1M06PPTD1A,20160226,1,46,M,W,2,H
5,3,AR0050000,1X1M06PPTD1A,20160226,2,55,M,W, ,H
5,3,AR0050000,1X1M06PZTD1A,20160226,1,18,M,W,1,U
5,3,AR0050000,1X1M06R2TD1A,20160216,1,30,M,W,1,U
5,3,AR0050000,1X1M06RNTD1A,20160217,1,0,U,U,1,U
5,3,AR0050000,1X1M06ROTD1A,20160217,1,0,U,U,1,U
5,3,AR0050000,1X1M06RVTD1A,20160217,1,58,F,W,1,H
5,3,AR0050000,1X1M06RZTD1A,20160216,1,46,M,W,1,U
5,3,AR0050000,1X1M06X TD1A,20160211,1,26,F,U,1,H
5,3,AR0050000,1X1M06X3TD1A,20160210,1,23,M,W,2,U
5,3,AR0050000,1X1M06X3TD1A,20160210,2,19,M,W, ,U
5,3,AR0050000,1X1M06XLTD1A,20160212,1,36,F,W,1,U
5,3,AR0050000,1X1M06XNTD1A,20160212,1,43,M,W,1,H
5,3,AR0050000,1X1M06XPTD1A,20160211,1,28,M,W,1,H
5,3,AR0050000,1X1M06XZTD1A,20160211,1,52,M,W,2,U
5,3,AR0050000,1X1M06XZTD1A,20160211,2,30,M,W, ,U
5,3,AR0050000,1X1M06Z TD1A,20160222,1,19,M,W,1,H
5,3,AR0050000,1X1M06Z2TD1A,20160221,1,27,M,B,2,U
5,3,AR0050000,1X1M06Z2TD1A,20160221,2,25,F,W, ,U
5,3,AR0050000,1X1M06ZNTD1A,20160222,1,13,M,W,1,U
5,3,AR0050000,1X1M0B7 TD1A,20160324,1,33,M,W,3,U
5,3,AR0050000,1X1M0B7 TD1A,20160324,2,32,M,W, ,U
5,3,AR0050000,1X1M0B7 TD1A,20160324,3,49,M,W, ,U
5,3,AR0050000,1X1M0B73TD1A,20160323,1,0,U,U,1,U
5,3,AR0050000,1X1M0B7LTD1A,20160324,1,52,M,U,2,H
5,3,AR0050000,1X1M0B7LTD1A,20160324,2,51,M,W, ,U
5,3,AR0050000,1X1M0B7NTD1A,20160324,1,0,U,U,1,U
5,3,AR0050000,1X1M0B7OTD1A,20160324,1,32,M,W,3,H
5,3,AR0050000,1X1M0B7OTD1A,20160324,2,21,M,W, ,H
5,3,AR0050000,1X1M0B7OTD1A,20160324,3,28,M,W, ,H
5,3,AR0050000,1X1M0B7PTD1A,20160323,1,0,U,U,1,U
5,3,AR0050000,1X1M0B7UTD1A,20160324,1,21,F,W,1,H
5,3,AR0050000,1X1M0B7ZTD1A,20160323,1,24,M,W,1,U
5,3,AR0050000,1X1M0B8LTD1A,20160405,1,26,M,W,1,H
5,3,AR0050000,1X1M0B8OTD1A,20160405,1,24,M,W,1,U
5,3,AR0050000,1X1M0B8UTD1A,20160405,1,53,M,W,1,H
5,3,AR0050000,1X1M0B8VTD1A,20160404,1,0,M,U,2,U
5,3,AR0050000,1X1M0B8VTD1A,20160404,2,0,F,U, ,U
5,3,AR0050000,1X1M0BF TD1A,20160325,1,40,M,W,1,H
5,3,AR0050000,1X1M0BFOTD1A,20160327,1,53,F,W,1,U
5,3,AR0050000,1X1M0BFUTD1A,20160328,1,42,M,W,1,H
5,3,AR0050000,1X1M0BFVTD1A,20160326,1,49,F,W,1,H
5,3,AR0050000,1X1M0BFZTD1A,20160325,1,0,U,U,1,U
5,3,AR0050000,1X1M0BH3TD1A,20160330,1,14,M,W,3,U
5,3,AR0050000,1X1M0BH3TD1A,20160330,2,16,M,W, ,U
5,3,AR0050000,1X1M0BH3TD1A,20160330,3,18,M,W, ,U
5,3,AR0050000,1X1M0BHUTD1A,20160401,1,27,M,W,2,H
5,3,AR0050000,1X1M0BHUTD1A,20160401,2,36,F,W, ,H
5,3,AR0050000,1X1M0BHVTD1A,20160401,1,0,U,U,1,U
5,3,AR0050000,1X1M0BHZTD1A,20160330,1,0,U,U,1,U
5,3,AR0050000,1X1M0BK2TD1A,20160408,1,0,U,U,1,U
5,3,AR0050000,1X1M0BKLTD1A,20160408,1,14,M,W,1,U
5,3,AR0050000,1X1M0BKNTD1A,20160408,1,34,F,W,1,U
5,3,AR0050000,1X1M0BKOTD1A,20160408,1,32,M,W,1,U
5,3,AR0050000,1X1M0BKUTD1A,20160408,1,27,M,W,1,U
5,3,AR0050000,1X1M0BO2TD1A,20160328,1,20,F,W,1,U
