V5001,V5002,V5003,case_number,V5005,V5006,V5007,V5008,V5009,V5010,V5011
5,3,AR0050000,1X1M0BP TD1A,20160412,1,44,M,W,1,H
5,3,AR0050000,1X1M0BP3TD1A,20160412,1,57,M,W,1,U
5,3,AR0050000,1X1M0BPLTD1A,20160413,1,23,F,W,1,H
5,3,AR0050000,1X1M0BPOTD1A,20160413,1,23,M,W,1,H
5,3,AR0050000,1X1M0BPPTD1A,20160412,1,21,M,W,1,U
5,3,AR0050000,1X1M0BPUTD1A,20160413,1,25,M,W,1,U
5,3,AR0050000,1X1M0BPVTD1A,20160413,1,0,U,U,1,U
5,3,AR0050000,1X1M0BPZTD1A,20160412,1,60,M,W,1,U
5,3,AR0050000,1X1M0BRLTD1A,20160407,1,23,M,W,1,U
5,3,AR0050000,1X1M0BRNTD1A,20160407,1,30,M,W,1,H
5,3,AR0050000,1X1M0BX TD1A,20160402,1,36,F,W,1,H
5,3,AR0050000,1X1M0BX3TD1A,20160401,1,24,M,W,2,H
5,3,AR0050000,1X1M0BX3TD1A,20160401,2,25,M,W, ,H
5,3,AR0050000,1X1M0BXNTD1A,20160402,1,0,M,U,3,U
5,3,AR0050000,1X1M0BXNTD1A,20160402,2,0,M,U, ,U
5,3,AR0050000,1X1M0BXNTD1A,20160402,3,41,M,U, ,U
5,3,AR0050000,1X1M0BXPTD1A,20160328,1,0,U,U,1,U
5,3,AR0050000,1X1M0BZ TD1A,20160410,1,25,M,W,1,H
5,3,AR0050000,1X1M0BZNTD1A,20160410,1,44,M,W,1,U
5,3,AR0050000,1X1M0BZOTD1A,20160408,1,34,M,W,1,U
5,3,AR0050000,1X1M0BZVTD1A,20160410,1,31,F,W,1,H
5,3,AR0050000,1X1M0H73TD1A,20160525,1,0,U,U,1,U
5,3,AR0050000,1X1M0H7NTD1A,20160527,1,31,M,W,1,U
5,3,AR0050000,1X1M0H7OTD1A,20160527,1,0,U,U,1,U
5,3,AR0050000,1X1M0H7PTD1A,20160526,1,34,M,W,1,H
5,3,AR0050000,1X1M0H7VTD1A,20160527,1,59,M,W,1,U
5,3,AR0050000,1X1M0H7ZTD1A,20160525,1,26,F,W,1,H
5,3,AR0050000,1X1M0H8 TD1A,20160609,1,53,M,W,1,U
5,3,AR0050000,1X1M0H83TD1A,20160606,1,0,U,U,1,U
5,3,AR0050000,1X1M0H8LTD1A,20160609,1,27,M,W,2,H
5,3,AR0050000,1X1M0H8LTD1A,20160609,2,27,F,W, ,H
5,3,AR0050000,1X1M0H8NTD1A,20160609,1,0,U,U,1,U
5,3,AR0050000,1X1M0H8PTD1A,20160607,1,43,M,W,4,N
5,3,AR0050000,1X1M0H8PTD1A,20160607,2,39,M,W, ,H
5,3,AR0050000,1X1M0H8PTD1A,20160607,3,45,M,W, ,H
5,3,AR0050000,1X1M0H8PTD1A,20160607,4,39,M,W, ,H
5,3,AR0050000,1X1M0HF TD1A,20160529,1,20,M,W,1,H
5,3,AR0050000,1X1M0HF2TD1A,20160528,1,19,F,W,1,H
5,3,AR0050000,1X1M0HFOTD1A,20160529,1,20,M,W,1,H
5,3,AR0050000,1X1M0HFPTD1A,20160529,1,0,U,U,1,U
5,3,AR0050000,1X1M0HH TD1A,20160602,1,24,M,W,1,U
5,3,AR0050000,1X1M0HHLTD1A,20160602,1,24,M,W,1,H
5,3,AR0050000,1X1M0HHZTD1A,20160602,1,22,M,W,1,U
5,3,AR0050000,1X1M0HK TD1A,20160614,1,0,U,U,1,U
5,3,AR0050000,1X1M0HK2TD1A,20160613,1,19,M,W,1,U
5,3,AR0050000,1X1M0HK3TD1A,20160613,1,0,U,U,1,U
5,3,AR0050000,1X1M0HKLTD1A,20160615,1,43,M,W,4,U
5,3,AR0050000,1X1M0HKLTD1A,20160615,2,25,F,W, ,U
5,3,AR0050000,1X1M0HKLTD1A,20160615,3,39,M,W, ,U
5,3,AR0050000,1X1M0HKLTD1A,20160615,4,45,M,W, ,U
5,3,AR0050000,1X1M0HKPTD1A,20160614,1,56,M,W,1,U
5,3,AR0050000,1X1M0HKUTD1A,20160615,1,0,U,U,1,U
5,3,AR0050000,1X1M0HO2TD1A,20160530,1,0,U,U,1,U
5,3,AR0050000,1X1M0HO3TD1A,20160530,1,45,M,W,1,H
5,3,AR0050000,1X1M0HOLTD1A,20160601,1,36,M,W,1,U
5,3,AR0050000,1X1M0HOPTD1A,20160531,1,0,U,U,1,U
5,3,AR0050000,1X1M0HOUTD1A,20160601,1,27,F,W,1,U
5,3,AR0050000,1X1M0HP2TD1A,20160617,1,60,M,W,1,U
5,3,AR0050000,1X1M0HPLTD1A,20160619,1,0,U,U,1,U
5,3,AR0050000,1X1M0HPOTD1A,20160618,1,26,M,W,1,U
5,3,AR0050000,1X1M0HPUTD1A,20160619,1,0,U,U,1,U
5,3,AR0050000,1X1M0HPZTD1A,20160617,1,0,U,U,1,U
5,3,AR0050000,1X1M0HR2TD1A,20160604,1,27,M,W,2,U
5,3,AR0050000,1X1M0HR2TD1A,20160604,2,22,F,W, ,U
5,3,AR0050000,1X1M0HR3TD1A,20160608,1,6,M,W,1,U
5,3,AR0050000,1X1M0HRLTD1A,20160612,1,0,U,U,1,U
5,3,AR0050000,1X1M0HRNTD1A,20160611,1,0,U,U,1,U
5,3,AR0050000,1X1M0HRPTD1A,20160610,1,22,F,W,2,N
5,3,AR0050000,1X1M0HRPTD1A,20160610,2,22,M,W, ,N
5,3,AR0050000,1X1M0HRUTD1A,20160612,1,18,F,W,1,U
5,3,AR0050000,1X1M0HRVTD1A,20160611,1,59,M,W,1,N
5,3,AR0050000,1X1M0HRZTD1A,20160610,1,29,F,W,1,U
5,3,AR0050000,1X1M0HX3TD1A,20160603,1,26,M,W,1,U
5,3,AR0050000,1X1M0HXOTD1A,20160606,1,0,U,U,1,U
5,3,AR0050000,1X1M0HXPTD1A,20160604,1,27,F,W,1,N
5,3,AR0050000,1X1M0HXUTD1A,20160525,1,34,M,W,1,U
5,3,AR0050000,1X1M0HXZTD1A,20160604,1,25,M,W,1,N
5,3,AR0050000,1X1M0HZ TD1A,20160616,1,29,M,W,3,H
5,3,AR0050000,1X1M0HZ TD1A,20160616,2,28,F,W, ,H
5,3,AR0050000,1X1M0HZ TD1A,20160616,3,34,F,W, ,H
5,3,AR0050000,1X1M0HZ2TD1A,20160615,1,0,U,U,1,U
5,3,AR0050000,1X1M0HZLTD1A,20160616,1,28,M,W,2,U
5,3,AR0050000,1X1M0HZLTD1A,20160616,2,0,F,W, ,U
5,3,AR0050000,1X1M0HZUTD1A,20160617,1,0,U,U,1,U
5,3,AR0050000,1X1M0HZZTD1A,20160616,1,0,U,U,1,U
5,3,AR0050000,1X1M0K8 TD1A,20160105,1,0,U,U,1,U
5,3,AR0050000,1X1M0K82TD1A,20160104,1,45,F,W,2,H
5,3,AR0050000,1X1M0K82TD1A,20160104,2,43,M,W, ,H
5,3,AR0050000,1X1M0K83TD1A,20160105,1,33,M,W,1,H
5,3,AR0050000,1X1M0K8LTD1A,20160107,1,0,U,U,1,U
5,3,AR0050000,1X1M0K8PTD1A,20160105,1,24,M,W,2,H
5,3,AR0050000,1X1M0K8PTD1A,20160105,2,31,F,W, ,H
5,3,AR0050000,1X1M0K8ZTD1A,20160105,1,0,U,U,1,U
5,3,AR0050000,1X1M0KHLTD1A,20160103,1,26,M,W,1,H
5,3,AR0050000,1X1M0KHUTD1A,20160104,1,0,U,U,1,U
5,3,AR0050000,1X1M0KK2TD1A,20160109,1,26,M,W,1,U
5,3,AR0050000,1X1M0KK3TD1A,20160110,1,24,M,U,1,H
5,3,AR0050000,1X1M0KKLTD1A,20160111,1,0,U,U,1,U
5,3,AR0050000,1X1M0KKNTD1A,20160109,1,23,M,W,3,H
5,3,AR0050000,1X1M0KKNTD1A,20160109,2,25,M,W, ,U
5,3,AR0050000,1X1M0KKNTD1A,20160109,3,23,F,W, ,U
5,3,AR0050000,1X1M0KKOTD1A,20160111,1,49,M,U,2,U
5,3,AR0050000,1X1M0KKOTD1A,20160111,2,0,F,W, ,U
5,3,AR0050000,1X1M0KKUTD1A,20160101,1,28,F,W,1,U
5,3,AR0050000,1X1M0KKZTD1A,20160110,1,23,M,W,1,U
5,3,AR0050000,1X1M0KP TD1A,20160114,1,26,F,W,2,U
5,3,AR0050000,1X1M0KP TD1A,20160114,2,27,F,W, ,H
5,3,AR0050000,1X1M0KP2TD1A,20160113,1,39,M,W,1,H
5,3,AR0050000,1X1M0KPNTD1A,20160114,1,42,M,W,1,H
5,3,AR0050000,1X1M0KPOTD1A,20160114,1,16,M,W,1,U
5,3,AR0050000,1X1M0KPPTD1A,20160114,1,54,F,W,1,U
5,3,AR0050000,1X1M0KPUTD1A,20160114,1,0,U,U,1,U
5,3,AR0050000,1X1M0KR TD1A,20160106,1,0,U,U,1,U
5,3,AR0050000,1X1M0KR2TD1A,20160107,1,67,M,W,1,U
5,3,AR0050000,1X1M0KR3TD1A,20160108,1,38,M,W,1,H
5,3,AR0050000,1X1M0KRNTD1A,20160108,1,16,F,W,1,H
5,3,AR0050000,1X1M0KRPTD1A,20160108,1,28,M,W,2,U
5,3,AR0050000,1X1M0KRPTD1A,20160108,2,33,M,W, ,U
5,3,AR0050000,1X1M0KRUTD1A,20160109,1,46,M,W,1,H
5,3,AR0050000,1X1M0KX2TD1A,20160104,1,0,U,U,1,U
5,3,AR0050000,1X1M0KX3TD1A,20160104,1,0,U,U,1,U
5,3,AR0050000,1X1M0KXNTD1A,20160104,1,22,M,W,1,H
5,3,AR0050000,1X1M0KXPTD1A,20160104,1,0,U,U,1,U
5,3,AR0050000,1X1M0KXVTD1A,20160104,1,35,F,U,1,U
5,3,AR0050000,1X1M0KXZTD1A,20160104,1,0,U,U,1,U
5,3,AR0050000,1X1M0KZ TD1A,20160111,1,0,U,U,1,U
5,3,AR0050000,1X1M0KZ2TD1A,20160111,1,31,M,W,1,H
5,3,AR0050000,1X1M0KZOTD1A,20160112,1,45,F,W,1,N
5,3,AR0050000,1X1M0KZVTD1A,20160112,1,0,U,U,1,U
5,3,AR0050000,1X1M0KZZTD1A,20160111,1,29,M,W,2,U
5,3,AR0050000,1X1M0KZZTD1A,20160111,2,29,F,W, ,U
5,3,AR0050000,1X1M0O7 TD1A,20160503,1,54,M,W,1,H
5,3,AR0050000,1X1M0O73TD1A,20160503,1,12,M,W,1,U
5,3,AR0050000,1X1M0O8 TD1A,20160514,1,27,F,W,1,H
5,3,AR0050000,1X1M0O8LTD1A,20160515,1,32,F,W,1,H
5,3,AR0050000,1X1M0O8PTD1A,20160514,1,22,M,W,1,H
5,3,AR0050000,1X1M0O8UTD1A,20160515,1,25,M,W,1,H
5,3,AR0050000,1X1M0OFLTD1A,20160506,1,23,M,W,1,H
5,3,AR0050000,1X1M0OFNTD1A,20160506,1,23,F,W,1,H
5,3,AR0050000,1X1M0OFOTD1A,20160506,1,66,M,W,2,H
5,3,AR0050000,1X1M0OFOTD1A,20160506,2,64,F,W, ,H
5,3,AR0050000,1X1M0OFPTD1A,20160505,1,18,M,W,1,U
5,3,AR0050000,1X1M0OFVTD1A,20160506,1,0,U,U,1,U
5,3,AR0050000,1X1M0OH TD1A,20160510,1,48,M,W,2,H
5,3,AR0050000,1X1M0OH TD1A,20160510,2,39,M,W, ,H
5,3,AR0050000,1X1M0OHLTD1A,20160510,1,28,M,W,2,U
5,3,AR0050000,1X1M0OHLTD1A,20160510,2,38,F,W, ,U
5,3,AR0050000,1X1M0OHOTD1A,20160510,1,0,U,U,1,U
5,3,AR0050000,1X1M0OHPTD1A,20160510,1,19,M,W,1,U
5,3,AR0050000,1X1M0OHVTD1A,20160510,1,29,F,W,1,U
5,3,AR0050000,1X1M0OHZTD1A,20160510,1,0,U,U,1,U
5,3,AR0050000,1X1M0OKLTD1A,20160519,1,56,M,W,1,H
5,3,AR0050000,1X1M0OKNTD1A,20160519,1,26,M,W,1,U
5,3,AR0050000,1X1M0OKOTD1A,20160519,1,0,U,U,1,U
5,3,AR0050000,1X1M0OKUTD1A,20160520,1,26,M,W,1,U
5,3,AR0050000,1X1M0OO3TD1A,20160507,1,18,M,W,2,N
5,3,AR0050000,1X1M0OO3TD1A,20160507,2,20,M,U, ,H
5,3,AR0050000,1X1M0OONTD1A,20160506,1,0,U,U,1,U
5,3,AR0050000,1X1M0OOPTD1A,20160508,1,20,M,W,1,H
5,3,AR0050000,1X1M0OOUTD1A,20160509,1,25,F,W,2,H
5,3,AR0050000,1X1M0OOUTD1A,20160509,2,31,M,W, ,H
5,3,AR0050000,1X1M0OOVTD1A,20160509,1,0,U,U,1,U
5,3,AR0050000,1X1M0OP TD1A,20160524,1,0,U,U,1,U
5,3,AR0050000,1X1M0OP3TD1A,20160523,1,23,M,W,1,U
5,3,AR0050000,1X1M0OPOTD1A,20160524,1,20,F,W,1,U
5,3,AR0050000,1X1M0OPPTD1A,20160523,1,27,M,W,1,H
5,3,AR0050000,1X1M0OPUTD1A,20160525,1,0,U,U,1,U
5,3,AR0050000,1X1M0OR TD1A,20160517,1,21,M,W,1,H
5,3,AR0050000,1X1M0OR2TD1A,20160516,1,31,F,W,1,H
5,3,AR0050000,1X1M0ORLTD1A,20160518,1,24,M,W,2,U
5,3,AR0050000,1X1M0ORLTD1A,20160518,2,46,M,U, ,U
5,3,AR0050000,1X1M0ORPTD1A,20160516,1,27,M,W,1,U
5,3,AR0050000,1X1M0ORUTD1A,20160518,1,31,M,W,2,H
5,3,AR0050000,1X1M0ORUTD1A,20160518,2,32,F,U, ,U
5,3,AR0050000,1X1M0ORVTD1A,20160517,1,30,M,W,2,H
5,3,AR0050000,1X1M0ORVTD1A,20160517,2,25,F,W, ,H
5,3,AR0050000,1X1M0ORZTD1A,20160516,1,0,U,U,1,U
5,3,AR0050000,1X1M0OX TD1A,20160511,1,30,F,W,1,H
5,3,AR0050000,1X1M0OX3TD1A,20160511,1,21,F,W,1,U
5,3,AR0050000,1X1M0OXNTD1A,20160511,1,60,M,W,1,U
5,3,AR0050000,1X1M0OXOTD1A,20160513,1,36,F,W,1,U
5,3,AR0050000,1X1M0OXPTD1A,20160511,1,31,M,W,1,N
5,3,AR0050000,1X1M0OXUTD1A,20160513,1,48,M,W,1,H
5,3,AR0050000,1X1M0OZ2TD1A,20160520,1,55,M,W,1,H
5,3,AR0050000,1X1M0OZLTD1A,20160522,1,0,U,U,1,U
5,3,AR0050000,1X1M0OZNTD1A,20160521,1,0,U,U,5,U
5,3,AR0050000,1X1M0OZNTD1A,20160521,2,23,M,W, ,U
5,3,AR0050000,1X1M0OZNTD1A,20160521,3,23,F,W, ,U
5,3,AR0050000,1X1M0OZNTD1A,20160521,4,23,M,W, ,U
5,3,AR0050000,1X1M0OZNTD1A,20160521,5,53,M,W, ,U
5,3,AR0050000,1X1M0OZOTD1A,20160521,1,25,M,W,2,H
5,3,AR0050000,1X1M0OZOTD1A,20160521,2,32,F,W, ,H
5,3,AR0050000,1X1M0OZPTD1A,20160520,1,26,M,W,1,H
5,3,AR0050000,1X1M0OZVTD1A,20160521,1,0,U,U,1,U
5,3,AR0050000,630IIHPU72 N,20160611,1,28,F,U,1,H
5,3,AR0050000,630VKHPU72 N,20160605,1,28,F,W,1,U
5,3,AR0050000,8534FCTD1AEM,20160221,1,20,M,W,1,H
5,3,AR0050000,8N6DRB U728N,20160917,1,43,M,W,1,H
5,3,AR0050000,8N6GAC U728N,20160904,1,20,M,U,1,H
5,3,AR0050000,8N6GKA U728N,20160903,1,60,F,U,1,H
5,3,AR0050000,8N6Q-W U728N,20160809,1,55,M,W,1,H
5,3,AR0050000,8N6V-V U728N,20160823,1,55,M,W,1,H
5,3,AR0050000,8N6VIO U728N,20160822,1,23,M,W,1,H
5,3,AR0050000,8N6VSF U728N,20160825,1,32,M,W,1,H
5,3,AR0050000,8T6I0W U728N,20161029,1,25,M,U,1,H
5,3,AR0050000,8T6IAO U728N,20161024,1,24,M,W,1,H
5,3,AR0050000,FB2BA PU728N,20160125,1,33,F,U,1,H
5,3,AR0050000,FW9X9BRVSCTD,20160526,1,22,M,W,1,H
5,3,AR0050000,FZ76TIEMQ-F3,20161220,1,21,M,U,1,H
5,3,AR0050000,FZ770OEMQ-F3,20161231,1,21,M,W,1,H
5,3,AR0050000,QI1B6W5HPU72,20160116,1,26,M,W,1,H
5,3,AR0050000,SB2 R PU728N,20160129,1,32,M,W,1,H
5,3,AR0050000,TB4I1 PU728N,20160313,1,34,M,W,1,H
5,3,AR0050000,TB4IE PU728N,20160313,1,20,M,W,1,U
5,3,AR0050000,TB6AEH U728N,20160413,1,44,M,W,1,H
5,3,AR0050000,TB6GAH U728N,20160409,1,46,M,W,1,H
5,3,AR0050000,TB6GYH U728N,20160410,1,20,M,W,1,H
5,3,AR0050000,TB6IKH U728N,20160414,1,26,M,W,1,H
5,3,AR0050000,TB6VIH U728N,20160408,1,25,M,W,1,H
5,3,AR0050000,TM9-1OZL6X I,20160522,1,26,M,W,1,H
5,3,AR0050000,TW1W94LBSCTD,20151001,1,44,M,W,1,H
5,3,AR0050000,TW1W9WLUSCTD,20151021,1,35,M,W,3,U
5,3,AR0050000,TW1W9WLUSCTD,20151021,2,26,F,W, ,U
5,3,AR0050000,TW1W9WLUSCTD,20151021,3,22,F,W, ,H
5,3,AR0050000,ZN7C0AEMQ-F3,20160424,1,28,M,W,1,H
5,3,AR0050100,2-MA-91MD I,20161223,1,35,M,W,1,N
5,3,AR0050100,2-MA-K1MD I,20161221,1,32,F,W,1,N
5,3,AR0050100,2-MA-Q1MD I,20161230,0, , , ,1, 
5,3,AR0050100,2-MA-S1MD I,20161217,1,25,M,W,1,N
5,3,AR0050100,2-MQ-M1MD I,20160104,1,35,M,W,1,N
5,3,AR0050100,2-MQ391MD I,20160304,0, , , ,1, 
5,3,AR0050100,2-MQ3F1MD I,20160229,0, , , ,1, 
5,3,AR0050100,2-MQ4K1MD I,20160215,1,32,U,U,1,U
5,3,AR0050100,2-MQ4P1MD I,20160319,1,30,M,W,1,N
5,3,AR0050100,2-MQ591MD I,20160127,1,40,M,W,1,N
5,3,AR0050100,2-MQ5M1MD I,20160125,1,34,M,W,1,N
5,3,AR0050100,2-MQ7H1MD I,20160218,1,28,F,W,2,N
5,3,AR0050100,2-MQ7H1MD I,20160218,2,32,M,W, ,N
5,3,AR0050100,2-MQ7K1MD I,20160225,1,20,M,B,1,N
5,3,AR0050100,2-MQ7Q1MD I,20160205,1,39,M,W,1,N
5,3,AR0050100,2-MQEF1MD I,20160202,1,19,F,W,1,N
5,3,AR0050100,2-MQEK1MD I,20160210,1,0,U,U,1,U
5,3,AR0050100,2-MQES1MD I,20160204,1,29,M,W,1,N
5,3,AR0050100,2-MQH91MD I,20160408,1,57,M,W,1,N
5,3,AR0050100,2-MQHK1MD I,20160410,1,24,M,W,1,N
5,3,AR0050100,2-MQHM1MD I,20160407,0, , , ,1, 
5,3,AR0050100,2-MQHQ1MD I,20160414,1,59,F,W,2,U
5,3,AR0050100,2-MQHQ1MD I,20160414,2,69,F,W, ,N
5,3,AR0050100,2-MQHS1MD I,20160405,0, , , ,1, 
5,3,AR0050100,2-MQMP1MD I,20160425,1,22,M,W,1,N
5,3,AR0050100,2-MQMQ1MD I,20160426,0, , , ,1, 
5,3,AR0050100,2-MQMS1MD I,20160416,1,25,M,W,1,N
5,3,AR0050100,2-MQVH1MD I,20160113,1,34,F,W,1,N
5,3,AR0050100,2-MQVM1MD I,20160114,1,13,F,W,2,N
5,3,AR0050100,2-MQVM1MD I,20160114,2,61,F,W, ,N
5,3,AR0050100,2-MQWK1MD I,20160331,0, , , ,1, 
5,3,AR0050100,2-MQWQ1MD I,20160303,0, , , ,1, 
5,3,AR0050100,2-MQWS1MD I,20160323,1,34,F,W,1,N
5,3,AR0050100,2-MR-51MD I,20160507,1,17,M,W,1,N
5,3,AR0050100,2-MR-H1MD I,20160405,0, , , ,1, 
5,3,AR0050100,2-MR-K1MD I,20160604,1,17,M,W,1,H
5,3,AR0050100,2-MR-M1MD I,20160502,1,26,M,W,1,N
5,3,AR0050100,2-MR-Q1MD I,20160503,1,46,M,W,1,N
5,3,AR0050100,2-MR-S1MD I,20160428,1,21,F,W,2,N
5,3,AR0050100,2-MR-S1MD I,20160428,2,32,M,W, ,N
5,3,AR0050100,2-MR391MD I,20160628,0, , , ,1, 
5,3,AR0050100,2-MR3F1MD I,20160322,1,28,F,W,1,N
5,3,AR0050100,2-MR4F1MD I,20160705,1,23,M,W,2,N
5,3,AR0050100,2-MR4F1MD I,20160705,2,34,M,W, ,N
5,3,AR0050100,2-MR4H1MD I,20160707,1,26,F,W,2,N
5,3,AR0050100,2-MR4H1MD I,20160707,2,51,M,B, ,N
5,3,AR0050100,2-MR4M1MD I,20160709,1,46,F,W,1,N
5,3,AR0050100,2-MR521MD I,20160521,0, , , ,1, 
5,3,AR0050100,2-MR551MD I,20160524,0, , , ,1, 
5,3,AR0050100,2-MR5F1MD I,20160519,0, , , ,1, 
5,3,AR0050100,2-MR5P1MD I,20160528,1,25,M,W,3,N
5,3,AR0050100,2-MR5P1MD I,20160528,2,26,M,W, ,N
5,3,AR0050100,2-MR5P1MD I,20160528,3,25,M,W, ,N
5,3,AR0050100,2-MR5Q1MD I,20160528,1,43,F,W,1,N
5,3,AR0050100,2-MR5S1MD I,20160520,1,26,M,W,1,N
5,3,AR0050100,2-MR721MD I,20160613,0, , , ,1, 
5,3,AR0050100,2-MR791MD I,20160617,1,27,M,W,1,N
5,3,AR0050100,2-MR7F1MD I,20160610,0, , , ,1, 
5,3,AR0050100,2-MR7M1MD I,20160615,1,57,M,W,1,N
5,3,AR0050100,2-MREF1MD I,20160512,0, , , ,1, 
5,3,AR0050100,2-MREK1MD I,20160607,1,43,M,W,1,N
5,3,AR0050100,2-MREP1MD I,20160610,1,13,M,W,1,N
5,3,AR0050100,2-MRH21MD I,20160730,0, , , ,1, 
5,3,AR0050100,2-MRHK1MD I,20160804,1,36,M,W,1,N
5,3,AR0050100,2-MRHM1MD I,20160730,1,32,M,W,1,N
5,3,AR0050100,2-MRHQ1MD I,20160806,1,39,M,W,1,N
5,3,AR0050100,2-MRM91MD I,20160815,0, , , ,1, 
5,3,AR0050100,2-MRV51MD I,20160515,1,18,M,W,4,N
5,3,AR0050100,2-MRV51MD I,20160515,2,33,M,W, ,N
5,3,AR0050100,2-MRV51MD I,20160515,3,20,M,W, ,N
5,3,AR0050100,2-MRV51MD I,20160515,4,20,M,W, ,N
5,3,AR0050100,2-MRVF1MD I,20160510,1,24,F,W,1,N
5,3,AR0050100,2-MRVM1MD I,20160512,1,20,M,W,1,H
5,3,AR0050100,2-MRVP1MD I,20160517,2,26,M,W,1,N
5,3,AR0050100,2-MRW21MD I,20160723,1,41,M,W,1,N
5,3,AR0050100,2-MRWF1MD I,20160716,0, , , ,1, 
5,3,AR0050100,2-MRWM1MD I,20160719,0, , , ,1, 
5,3,AR0050100,2-MRWQ1MD I,20160724,1,36,M,W,2,N
5,3,AR0050100,2-MRWQ1MD I,20160724,2,38,F,W, ,N
5,3,AR0050100,2-MW-21MD I,20160824,1,28,F,W,1,N
5,3,AR0050100,2-MW-K1MD I,20160826,1,30,M,W,1,N
5,3,AR0050100,2-MW-M1MD I,20160819,1,19,M,W,1,N
5,3,AR0050100,2-MW351MD I,20161016,1,0,U,U,1,U
5,3,AR0050100,2-MW491MD I,20161101,1,65,M,W,1,N
5,3,AR0050100,2-MW4S1MD I,20161028,1,29,M,W,1,N
5,3,AR0050100,2-MW5H1MD I,20160912,1,30,M,W,1,N
5,3,AR0050100,2-MW5K1MD I,20160913,0, , , ,1, 
5,3,AR0050100,2-MW5P1MD I,20160920,1,36,M,W,2,N
5,3,AR0050100,2-MW5P1MD I,20160920,2,31,F,W, ,N
5,3,AR0050100,2-MW5Q1MD I,20160916,1,30,M,W,1,U
5,3,AR0050100,2-MW7F1MD I,20161004,1,31,M,W,1,N
5,3,AR0050100,2-MWEK1MD I,20160926,1,34,M,W,1,N
5,3,AR0050100,2-MWEM1MD I,20160924,0, , , ,1, 
5,3,AR0050100,2-MWES1MD I,20160922,2,27,M,W,1,N
5,3,AR0050100,2-MWHH1MD I,20161122,0, , , ,1, 
5,3,AR0050100,2-MWHK1MD I,20161130,1,31,M,W,1,N
5,3,AR0050100,2-MWHM1MD I,20161126,1,43,M,W,1,N
5,3,AR0050100,2-MWHQ1MD I,20161001,1,14,M,W,1,N
5,3,AR0050100,2-MWHS1MD I,20161118,1,23,M,B,2,N
5,3,AR0050100,2-MWHS1MD I,20161118,2,28,M,B, ,N
5,3,AR0050100,2-MWM51MD I,20161212,0, , , ,1, 
5,3,AR0050100,2-MWM91MD I,20161209,1,17,M,W,3,N
5,3,AR0050100,2-MWM91MD I,20161209,2,15,M,W, ,N
5,3,AR0050100,2-MWM91MD I,20161209,3,17,M,W, ,U
5,3,AR0050100,2-MWMH1MD I,20161207,1,26,M,W,1,N
5,3,AR0050100,2-MWMQ1MD I,20161211,0, , , ,1, 
5,3,AR0050100,2-MWMS1MD I,20161206,1,55,M,W,1,N
5,3,AR0050100,2-MWV51MD I,20160909,1,23,M,W,1,N
5,3,AR0050100,2-MWV91MD I,20160829,1,73,M,W,1,U
5,3,AR0050100,2-MWVF1MD I,20160829,1,30,F,W,1,N
5,3,AR0050100,2-MWVK1MD I,20160824,1,42,F,W,2,N
5,3,AR0050100,2-MWVK1MD I,20160824,2,36,M,W, ,N
5,3,AR0050100,2-MWVP1MD I,20160911,1,20,M,W,1,N
5,3,AR0050100,2-MWW21MD I,20161109,1,17,M,W,1,N
5,3,AR0050100,2-MWWF1MD I,20161105,0, , , ,1, 
5,3,AR0050100,3-MQ-S1MD I,20160801,0, , , ,1, 
5,3,AR0050100,3-MQ5P1MD I,20161201,0, , , ,1, 
5,3,AR0050100,3-MR-H1MD I,20160913,0, , , ,1, 
5,3,AR0050100,M-MWWM1MD I,20150918,1,25,M,W,1,N
5,3,AR0050100,12-HPOR0HG1A,20161014,0, , , ,1, 
5,3,AR0050100,1H-H4OR0HG1A,20151109,1,26,M,W,2,N
5,3,AR0050100,1H-H4OR0HG1A,20151109,2,26,M,W, ,N
5,3,AR0050100,1H-HQ2F0HG1A,20150403,1,46,M,W,1,N
5,3,AR0050100,1X-H4-O0HG1A,20160825,0, , , ,1, 
5,3,AR0050100,1X-H4-P0HG1A,20160907,0, , , ,1, 
5,3,AR0050100,1X-H4-R0HG1A,20160907,0, , , ,1, 
5,3,AR0050100,1X-H4-X0HG1A,20160830,0, , , ,1, 
5,3,AR0050100,1X-H4280HG1A,20161023,1,26,M,W,1,N
5,3,AR0050100,1X-H42O0HG1A,20161018,1,38,M,W,1,N
5,3,AR0050100,1X-H4480HG1A,20161111,1,22,M,W,1,N
5,3,AR0050100,1X-H44K0HG1A,20161115,0, , , ,1, 
5,3,AR0050100,1X-H44R0HG1A,20161111,0, , , ,1, 
5,3,AR0050100,1X-H4580HG1A,20160926,0, , , ,1, 
5,3,AR0050100,1X-H45H0HG1A,20160924,1,47,F,W,1,N
5,3,AR0050100,1X-H45R0HG1A,20160926,1,22,M,W,2,N
5,3,AR0050100,1X-H45R0HG1A,20160926,2,23,F,W, ,N
5,3,AR0050100,1X-H46F0HG1A,20161005,1,70,F,W,1,N
5,3,AR0050100,1X-H46H0HG1A,20160924,1,25,M,W,2,N
5,3,AR0050100,1X-H46H0HG1A,20160924,2,21,M,W, ,N
5,3,AR0050100,1X-H46O0HG1A,20161007,1,70,M,W,1,N
5,3,AR0050100,1X-H4BF0HG1A,20161023,0, , , ,1, 
5,3,AR0050100,1X-H4BH0HG1A,20161024,1,0,U,U,1,U
5,3,AR0050100,1X-H4BO0HG1A,20161030,1,36,F,W,1,N
